2026/02/12 11:38:35 [client] shardkv client putappend key:0 value:_LBhPXgp-PAdFzyrvxj2 op:Put to server:&{n1_sw6gKRxu28cRk1WZf 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:8 to server:&{WRUrg9Y10S8BNuFwZFuZ 0xc000024310 0xc000024380}, shard:6, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:8 to server:&{6xLY7dGScBiUdftqIdzL 0xc000024310 0xc000024380}, shard:6, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:9 to server:&{thVLNGib5WY-gOVZlbSl 0xc000024310 0xc000024380}, shard:7, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:9 to server:&{iXFV-W2ISIjm03SiRmkR 0xc000024310 0xc000024380}, shard:7, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:9 to server:&{7c_MBefzln26gl3CQkOb 0xc000024310 0xc000024380}, shard:7, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:10 to server:&{S0ONx35T-4d14qxV9sLX 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:10 to server:&{b-ymDBcVoT0G-jFRNnxe 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:10 to server:&{BDuFeroW2p6qCAVVnbDQ 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:11 to server:&{5IVxNHBLuB-tzFvBXqIC 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:11 to server:&{9fTagFP4EhMz-hUnpm4Q 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:11 to server:&{H-X7IRdE9WKkRO-DMORg 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:12 to server:&{artre-BFFRiGKpKLo32I 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:12 to server:&{BYgz6RH8XZhBi-HuBykn 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:12 to server:&{_tX_G51Cx4QXh-7NxE99 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:13 to server:&{ofPFyUrH3VfzGDTRrymb 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:13 to server:&{i2DEo95lrz1HIYB9rqAn 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:13 to server:&{XrKds7OwwQR8CNxaxPGu 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:14 to server:&{Pby1vS2u8t0ftNhnaoj1 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:14 to server:&{OCwRAJsndZKhbEqByrLQ 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:14 to server:&{kr5Nr9fJRYxqhSvY18pS 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:15 to server:&{HFodqmGP0uv-q4hgPSya 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:15 to server:&{b2l9Qa07TeVp9s6PxV2o 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:37 [client] shardkv client get key:15 to server:&{eokvQpofe7l1v_coEVzv 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:16 to server:&{vUyu3kPqx3dYnK4LTgi6 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:16 to server:&{bJVQUg18-a1SQURsLGQn 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:16 to server:&{06c8IeHgVg540eHPrDcv 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:17 to server:&{IyTwBajOAvENrcyBHjQ5 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:17 to server:&{0zK4TAOU037jhhwR6BMO 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:17 to server:&{U4bYaYqPopR2MQfj6co2 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:18 to server:&{fk4I7b22t4y_iOxwz4Cl 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:18 to server:&{YT_pVR6nbsRy0Bhx4jQd 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:18 to server:&{xEsz96QXWxKzQzXt1ose 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:19 to server:&{gcr_7NbGNx7jNNeSGqXs 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:19 to server:&{pjtOhnEOc-JZcTAuf3nk 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:19 to server:&{gFfCr5AYLA9n209rB2TR 0xc000024310 0xc000024380}, shard:9, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:20 to server:&{QlN-h0Gh6yafDx7XNlNv 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:20 to server:&{2Ajj1GLTsy9PV_F9p-fP 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:20 to server:&{09PKhhi1HN-5vks27K9t 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:21 to server:&{neaW-k8QLm-Q85DDQwRm 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:21 to server:&{j-aESokjrHrqxQgkUum4 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:21 to server:&{o5xqfphZ1HCIfZMwLuM9 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:22 to server:&{8wbG-OL_arPBAqW32ugQ 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:22 to server:&{15E-TCRJcLFG4olTAnCo 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:22 to server:&{GD9mxEpLo8KxO2hjZ7KC 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:23 to server:&{0mDaauLaBx1ey8vEjAyp 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:23 to server:&{7dzRxMNcZyHY_i7VPyn3 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:23 to server:&{C-i8eWWMUGE_ckIRrJRD 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:24 to server:&{VM_t6ydmfiX-jQKIupBz 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:24 to server:&{DYv8QbXiHZAqRzGtp8_T 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:24 to server:&{-v8OnHIiLhKg7reOo-cH 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:25 to server:&{o5Nuyu12BUvZ-wbxdxe9 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:25 to server:&{DMjLQzEW9RqXiAVQb-2i 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:25 to server:&{H129BTi1g2mssK39hUm6 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:26 to server:&{J5mdGopm4ykbZcnlYs7h 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:26 to server:&{Y9wCgRT7fcmG5s_O4j91 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:26 to server:&{xoHnIGomN9FaxGHZTMUw 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:27 to server:&{yrVrbfatupc3KCF_iIfi 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:27 to server:&{i1UeMifsCNvuu1BL1goj 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:27 to server:&{m4I0fCVoKj_RUS7AbCEE 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:28 to server:&{VN3IT0zTMdWq4H1291-U 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:28 to server:&{kjodRk5NgLJd447DBZpy 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:28 to server:&{41EnSs7iBJR9_dak1oQV 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:29 to server:&{v3DdNVFFG2Dy3IxVzvpE 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:29 to server:&{uwHwcaWI8uyEz9Gda_aR 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:29 to server:&{a9vp3iXcS8EiDB5tDmYU 0xc000024310 0xc000024380}, shard:0, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:0 to server:&{EbR2rNGZU9w3cmX8vDRc 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:0 to server:&{se8whXY9thzJpmTVywa9 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client get key:0 to server:&{i1hhQfY84c1Q5KdXZ1hl 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client putappend key:0 value:oJUeR5n48HjmTkQoONT1 op:Append to server:&{JgeVS8Ysxb-W3XzvQaHg 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client putappend key:0 value:oJUeR5n48HjmTkQoONT1 op:Append to server:&{zuCvEX66IyB6lgqhXXix 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:38 [client] shardkv client putappend key:0 value:oJUeR5n48HjmTkQoONT1 op:Append to server:&{krvsM_67IewEeiMzp7Sc 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:39 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[0:_LBhPXgp-PAdFzyrvxj2 2:VTde9G2dz7BGSYqgBiwT 20:SlbVrqapno8jIad1WMC0 21:geEQvJmY55V60q0zlix1 22:AkAYRN6FAHd-RRK2Jw5n 23:UaXgF5KaO1dRRzRRxDD8 24:3IJCQZOvB4MFjb_mOwEf 25:-n4EN_FvUATYQ06Wz0AY 26:mUDT7BaVWhQgPo8NmkAD 27:P2cQOel2qPEgvbvJxms1 28:xP_Y-XD1A9aij8pOsQOe 29:j97rKxL3luJt9FkaknKC 4:JW5us9jBWLExTPi7-7gu 6:W26rgcR8H4LdusY50r1h 8:Mfxshp9V5NrE07f-2hci] to server:&{Zw-DxTAMZtjL5NoSSAQW 0xc000024310 0xc000024380}, shard:0, gid:101 server:server-101-0
2026/02/12 11:38:39 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[0:_LBhPXgp-PAdFzyrvxj2 2:VTde9G2dz7BGSYqgBiwT 20:SlbVrqapno8jIad1WMC0 21:geEQvJmY55V60q0zlix1 22:AkAYRN6FAHd-RRK2Jw5n 23:UaXgF5KaO1dRRzRRxDD8 24:3IJCQZOvB4MFjb_mOwEf 25:-n4EN_FvUATYQ06Wz0AY 26:mUDT7BaVWhQgPo8NmkAD 27:P2cQOel2qPEgvbvJxms1 28:xP_Y-XD1A9aij8pOsQOe 29:j97rKxL3luJt9FkaknKC 4:JW5us9jBWLExTPi7-7gu 6:W26rgcR8H4LdusY50r1h 8:Mfxshp9V5NrE07f-2hci] to server:&{s5SUD365dIgLTVobKleL 0xc000024310 0xc000024380}, shard:0, gid:101 server:server-101-1
2026/02/12 11:38:39 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[1:072HFcKmS9BxDWVCvul8 10:rK-MeDLRLuBBlA8QnTxq 11:4qc7MT6pXy5N4FHMgVSD 12:AqXLKwZEWYqgmYG9iNCz 13:r9XEhFbXKvucOjvEk9Mq 14:2KNJz71PIwvmfL5v04ze 15:6pU01E1kOZlIJumeaiPX 16:Nwloqa3ECnnJ-V-tORXr 17:FB4_uZNWUKFi_YzT8VXn 18:fjuM-1ifH2iNkjzo9UYt 19:Sy_Qv4uBfGR5v9qro2Z4 3:WZVNXtUO3NByXtM5xkIs 5:NqszTYURyspy5Gsugi04 7:cZCTlAO5Ga1Cm_lNY-DJ 9:z1u162W8DsHAHXYrBjSM] to server:&{lvUtbh9dNjBJkmT4nVxW 0xc000024310 0xc000024380}, shard:0, gid:102 server:server-102-0
2026/02/12 11:38:39 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[1:072HFcKmS9BxDWVCvul8 10:rK-MeDLRLuBBlA8QnTxq 11:4qc7MT6pXy5N4FHMgVSD 12:AqXLKwZEWYqgmYG9iNCz 13:r9XEhFbXKvucOjvEk9Mq 14:2KNJz71PIwvmfL5v04ze 15:6pU01E1kOZlIJumeaiPX 16:Nwloqa3ECnnJ-V-tORXr 17:FB4_uZNWUKFi_YzT8VXn 18:fjuM-1ifH2iNkjzo9UYt 19:Sy_Qv4uBfGR5v9qro2Z4 3:WZVNXtUO3NByXtM5xkIs 5:NqszTYURyspy5Gsugi04 7:cZCTlAO5Ga1Cm_lNY-DJ 9:z1u162W8DsHAHXYrBjSM] to server:&{CGvLPLx2h4oyEeqOa7Lo 0xc000024310 0xc000024380}, shard:0, gid:102 server:server-102-1
2026/02/12 11:38:39 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[1:072HFcKmS9BxDWVCvul8 10:rK-MeDLRLuBBlA8QnTxq 11:4qc7MT6pXy5N4FHMgVSD 12:AqXLKwZEWYqgmYG9iNCz 13:r9XEhFbXKvucOjvEk9Mq 14:2KNJz71PIwvmfL5v04ze 15:6pU01E1kOZlIJumeaiPX 16:Nwloqa3ECnnJ-V-tORXr 17:FB4_uZNWUKFi_YzT8VXn 18:fjuM-1ifH2iNkjzo9UYt 19:Sy_Qv4uBfGR5v9qro2Z4 3:WZVNXtUO3NByXtM5xkIs 5:NqszTYURyspy5Gsugi04 7:cZCTlAO5Ga1Cm_lNY-DJ 9:z1u162W8DsHAHXYrBjSM] to server:&{7upKzDx6JGK9jsDyF7lD 0xc000024310 0xc000024380}, shard:0, gid:102 server:server-102-2
2026/02/12 11:38:39 [client] shardkv client putappend key:0 value:oJUeR5n48HjmTkQoONT1 op:Append to server:&{FnznFtC_5TzyCfsK2HBl 0xc000024310 0xc000024380}, shard:8, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:0 value:oJUeR5n48HjmTkQoONT1 op:Append to server:&{ymGKByEgajFM7qEMw52E 0xc000024310 0xc000024380}, shard:8, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:1 to server:&{psfdq85iYZJyclfqqO11 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:1 to server:&{TP7n2MpMTXdprQ5yQc5e 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:1 to server:&{9nhexB5eRckK196PxxIW 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:1 value:KlemBQxKcAO_42mo9JzP op:Append to server:&{JnhIhuv2NWlOg_Rvj1KL 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:1 value:KlemBQxKcAO_42mo9JzP op:Append to server:&{KThBv1k-YCUFjOmzWQT7 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:1 value:KlemBQxKcAO_42mo9JzP op:Append to server:&{ZuDpU43b6uTO_dv3u_Lm 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:2 to server:&{4gvZ9nJmudZPcdxMcSIL 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:2 to server:&{AX4ZDZ-flrySuF8da7yR 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:2 value:j27SWAWCnqI5tkcFJLnf op:Append to server:&{MS4ucTFIs1pt6akTKTu7 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:2 value:j27SWAWCnqI5tkcFJLnf op:Append to server:&{pL6lk5jIW09bB-bcGTAQ 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:3 to server:&{qHLEMttl6qKwh7MiTkh4 0xc000024310 0xc000024380}, shard:1, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:3 to server:&{WrOX0fBKyxxxhxvBxlAT 0xc000024310 0xc000024380}, shard:1, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:3 to server:&{GLF3gRylbIEthogvGL21 0xc000024310 0xc000024380}, shard:1, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:3 value:fymCZWrpycgXtPbIJrPL op:Append to server:&{1cSYR6wG5YR1nN4RmbhW 0xc000024310 0xc000024380}, shard:1, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:3 value:fymCZWrpycgXtPbIJrPL op:Append to server:&{RWP9pr2vRn5axVl1MKaL 0xc000024310 0xc000024380}, shard:1, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:3 value:fymCZWrpycgXtPbIJrPL op:Append to server:&{JY0Uw7QlKU0Mw_Go-EPp 0xc000024310 0xc000024380}, shard:1, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:4 to server:&{D1v4tK-oFFgwJgqoTKxk 0xc000024310 0xc000024380}, shard:2, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:4 to server:&{DjPvMwRRMw8I6MC71lD4 0xc000024310 0xc000024380}, shard:2, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:4 value:O2wOJd-hy-eujIlQyTsI op:Append to server:&{D9tkTLxg0HySeVo0WHmJ 0xc000024310 0xc000024380}, shard:2, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:4 value:O2wOJd-hy-eujIlQyTsI op:Append to server:&{VYy0sVeJgoTXDubFWqZ6 0xc000024310 0xc000024380}, shard:2, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:5 to server:&{OwVhccGSss33CooYuL0_ 0xc000024310 0xc000024380}, shard:3, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:5 to server:&{C4SpC76QqY5nAznlwgfv 0xc000024310 0xc000024380}, shard:3, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:5 to server:&{xdTogUdCvLi1nSsuWJHm 0xc000024310 0xc000024380}, shard:3, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:5 value:gZTlha20OW4r0_fU2Tg9 op:Append to server:&{r4lDtUhu4_U4UXmI3l-Y 0xc000024310 0xc000024380}, shard:3, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:5 value:gZTlha20OW4r0_fU2Tg9 op:Append to server:&{jSySA2oV_Fb8ha8k9nlF 0xc000024310 0xc000024380}, shard:3, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:5 value:gZTlha20OW4r0_fU2Tg9 op:Append to server:&{KmGVTRouJRZ6NM3LJ6iq 0xc000024310 0xc000024380}, shard:3, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:6 to server:&{J9LlbJyTwFkKUYmnmXLt 0xc000024310 0xc000024380}, shard:4, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:6 to server:&{T_bWfBffp1v91EHYqlSa 0xc000024310 0xc000024380}, shard:4, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:6 value:mxDb_-hnJCTrturThnn8 op:Append to server:&{TJVwaqXPbi_AKFoFn2wV 0xc000024310 0xc000024380}, shard:4, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:6 value:mxDb_-hnJCTrturThnn8 op:Append to server:&{AoLDLSFd1HKbofntwrSE 0xc000024310 0xc000024380}, shard:4, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:7 to server:&{CQJ0sUL4cE6fNBhLjAW3 0xc000024310 0xc000024380}, shard:5, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:7 to server:&{EF_iEyoS0HRtbmmovohU 0xc000024310 0xc000024380}, shard:5, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:7 to server:&{wz9ahC0qL2K5vqA11aMm 0xc000024310 0xc000024380}, shard:5, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:7 value:0QwemVQKTz3cizpOJQXE op:Append to server:&{A2KB5BmsmEVd3UKO-I6W 0xc000024310 0xc000024380}, shard:5, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:7 value:0QwemVQKTz3cizpOJQXE op:Append to server:&{28jagzPIuNCGsulFPW5u 0xc000024310 0xc000024380}, shard:5, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:7 value:0QwemVQKTz3cizpOJQXE op:Append to server:&{efO8r5vH9T0LPayc180q 0xc000024310 0xc000024380}, shard:5, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:8 to server:&{QInTo4nTFS4Xq-SaaQTp 0xc000024310 0xc000024380}, shard:6, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:8 to server:&{FsBT8xti9i8G1fx-dG39 0xc000024310 0xc000024380}, shard:6, gid:101 servers:[server-101-0 server-101-1 server-101-2]
